,movidID,title,price,publisher,category,actor,audience_rating,brand,director,feature,genre,release_date
375,B00005JN5E,Love Actually (Widescreen Edition),7.88,Universal Studios Home Entertainment,DVD,Hugh Grant,R (Restricted),Uni,,COMEDY,Romance,4/27/04
376,B00005JNBQ,Love Actually (Widescreen Edition),7.88,Universal Studios Home Entertainment,DVD,Hugh Grant,R (Restricted),Uni,,COMEDY,Romance,4/27/04
377,B00005JND5,Love Actually (Widescreen Edition),7.88,Universal Studios Home Entertainment,DVD,Hugh Grant,R (Restricted),Uni,,COMEDY,Romance,4/27/04
378,B00005JNEI,Love Actually (Widescreen Edition),7.88,Universal Studios Home Entertainment,DVD,Hugh Grant,R (Restricted),Uni,,COMEDY,Romance,4/27/04
379,B00005JNJV,Love Actually (Widescreen Edition),7.88,Universal Studios Home Entertainment,DVD,Hugh Grant,R (Restricted),Uni,,COMEDY,Romance,4/27/04
380,B00005JNOG,Love Actually (Widescreen Edition),7.88,Universal Studios Home Entertainment,DVD,Hugh Grant,R (Restricted),Uni,,COMEDY,Romance,4/27/04
381,B00005JNP1,Love Actually (Widescreen Edition),7.88,Universal Studios Home Entertainment,DVD,Hugh Grant,R (Restricted),Uni,,COMEDY,Romance,4/27/04
382,B00005JNS0,Cars (Single-Disc Widescreen Edition),18.98,Disney-Pixar,DVD,Owen Wilson,G (General Audience),Buena Vista Home Video,John Lasseter,Run Time: 116 Minutes,,11/7/06
383,B00005JNTI,Cars (Single-Disc Widescreen Edition),18.98,Disney-Pixar,DVD,Owen Wilson,G (General Audience),Buena Vista Home Video,John Lasseter,Run Time: 116 Minutes,,11/7/06
384,B00005JNTU,Fantastic Four (Widescreen Edition),3.99,20th Century Fox,DVD,Ioan Gruffudd,PG-13 (Parental Guidance Suggested),"ALBA,JESSICA",Tim Story,"Artist: ALBA,JESSICA",Hero,12/6/05
385,B00005JNZU,Fantastic Four (Widescreen Edition),3.99,20th Century Fox,DVD,Ioan Gruffudd,PG-13 (Parental Guidance Suggested),"ALBA,JESSICA",Tim Story,"Artist: ALBA,JESSICA",Hero,12/6/05
386,B00005JO16,Fantastic Four (Widescreen Edition),3.99,20th Century Fox,DVD,Ioan Gruffudd,PG-13 (Parental Guidance Suggested),"ALBA,JESSICA",Tim Story,"Artist: ALBA,JESSICA",Hero,12/6/05
387,B00005JO1R,Fantastic Four (Widescreen Edition),3.99,20th Century Fox,DVD,Ioan Gruffudd,PG-13 (Parental Guidance Suggested),"ALBA,JESSICA",Tim Story,"Artist: ALBA,JESSICA",Hero,12/6/05
388,B00005JO20,Fantastic Four (Widescreen Edition),3.99,20th Century Fox,DVD,Ioan Gruffudd,PG-13 (Parental Guidance Suggested),"ALBA,JESSICA",Tim Story,"Artist: ALBA,JESSICA",Hero,12/6/05
389,B00005JO28,Fantastic Four (Widescreen Edition),3.99,20th Century Fox,DVD,Ioan Gruffudd,PG-13 (Parental Guidance Suggested),"ALBA,JESSICA",Tim Story,"Artist: ALBA,JESSICA",Hero,12/6/05
390,B00005JOC9,Fantastic Four (Widescreen Edition),3.99,20th Century Fox,DVD,Ioan Gruffudd,PG-13 (Parental Guidance Suggested),"ALBA,JESSICA",Tim Story,"Artist: ALBA,JESSICA",Hero,12/6/05
391,B00005JOHI,Pride & Prejudice,,,DVD,,,,,,,
392,B00005JOIH,Pride & Prejudice,,,DVD,,,,,,,
393,B00005JOKM,Pride & Prejudice,,,DVD,,,,,,,
394,B00005JOQB,Pride & Prejudice,,,DVD,,,,,,,
395,B00005JOZI,Pride & Prejudice,,,DVD,,,,,,,
396,B00005JP0F,Pride & Prejudice,,,DVD,,,,,,,
397,B00005JP9X,Pride & Prejudice,,,DVD,,,,,,,
398,B00005JPA6,Pride & Prejudice,,,DVD,,,,,,,
399,B00005JPAM,Pride & Prejudice,,,DVD,,,,,,,
400,B00005JPAR,Pride & Prejudice,,,DVD,,,,,,,
401,B00005JPAS,Pride & Prejudice,,,DVD,,,,,,,
402,B00005JPCF,Pride & Prejudice,,,DVD,,,,,,,
403,B00005JPFH,Pride & Prejudice,,,DVD,,,,,,,
404,B00005JPFX,Pride & Prejudice,,,DVD,,,,,,,
405,B00005JPGO,Pride & Prejudice,,,DVD,,,,,,,
406,B00005JPH2,Pride & Prejudice,,,DVD,,,,,,,
407,B00005JPI2,Pride & Prejudice,,,DVD,,,,,,,
408,B00005JPLW,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
409,B00005JPNO,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
410,B00005JPNY,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
411,B00005JPO1,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
412,B00005JPS8,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
413,B00005JPSE,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
414,B00005JPTK,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
415,B00005JPXP,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
416,B00005JPXY,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
417,B00005JPY0,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
418,B00005K3OT,300 (Two-Disc Special Edition),5,Warner Home Video,DVD,Gerard Butler,R (Restricted),"BUTLER,GERARD",Zack Snyder,"Artist: BUTLER,GERARD",Anime & Manga,7/31/07
419,B00005LOUP,Dr. Seuss' How the Grinch Stole Christmas (Widescreen Edition),13.99,Universal Studios Home Entertainment,DVD,Jim Carrey,PG (Parental Guidance Suggested),Universal Studios,Ron Howard,Universal Studios How the Grinch Stole Christmas (Widescreen),Kids & Family,11/20/01
420,B00005O5CM,Dr. Seuss' How the Grinch Stole Christmas (Widescreen Edition),13.99,Universal Studios Home Entertainment,DVD,Jim Carrey,PG (Parental Guidance Suggested),Universal Studios,Ron Howard,Universal Studios How the Grinch Stole Christmas (Widescreen),Kids & Family,11/20/01
421,B00005QCYC,Dr. Seuss' How the Grinch Stole Christmas (Widescreen Edition),13.99,Universal Studios Home Entertainment,DVD,Jim Carrey,PG (Parental Guidance Suggested),Universal Studios,Ron Howard,Universal Studios How the Grinch Stole Christmas (Widescreen),Kids & Family,11/20/01
422,B00005QZ7U,Dr. Seuss' How the Grinch Stole Christmas (Widescreen Edition),13.99,Universal Studios Home Entertainment,DVD,Jim Carrey,PG (Parental Guidance Suggested),Universal Studios,Ron Howard,Universal Studios How the Grinch Stole Christmas (Widescreen),Kids & Family,11/20/01
423,B00005R87Q,Dr. Seuss' How the Grinch Stole Christmas (Widescreen Edition),13.99,Universal Studios Home Entertainment,DVD,Jim Carrey,PG (Parental Guidance Suggested),Universal Studios,Ron Howard,Universal Studios How the Grinch Stole Christmas (Widescreen),Kids & Family,11/20/01
424,B00005RHGK,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
425,B00005V3Z4,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
426,B00005Y1NF,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
427,B000062XH9,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
428,B0000633ZP,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
429,B000063W1R,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
430,B0000640VJ,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
431,B0000640VO,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
432,B000068TPN,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
433,B000069I1B,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
434,B00006AL1D,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
435,B00006C7G9,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
436,B00006CXHU,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
437,B00006FI0R,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
438,B00006FMUW,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
439,B00006RCNW,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
440,B00007E2F5,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
441,B000083C6V,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
442,B00008DDVU,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
443,B00008DDXB,Jeepers Creepers,8.15,MGM (Video & DVD),DVD,Gina Philips,R (Restricted),TCFHE/MGM,Victor Salva,Factory sealed DVD,,1/8/02
444,B00008EY63,Hellboy [VHS],4.81,Sony Pictures,Video,Ron Perlman,PG-13 (Parents Strongly Cautioned),,Guillermo del Toro,,,12/7/04
445,B00008W64E,Hellboy [VHS],4.81,Sony Pictures,Video,Ron Perlman,PG-13 (Parents Strongly Cautioned),,Guillermo del Toro,,,12/7/04
446,B00008YGRU,24: Season 2,14.23,Fox Network,DVD,Kiefer Sutherland,Unrated (Not Rated),20th Century Fox,,7-Disc DVD Set,,9/9/03
447,B00009MGEM,24: Season 2,14.23,Fox Network,DVD,Kiefer Sutherland,Unrated (Not Rated),20th Century Fox,,7-Disc DVD Set,,9/9/03
448,B00009OOFA,24: Season 2,14.23,Fox Network,DVD,Kiefer Sutherland,Unrated (Not Rated),20th Century Fox,,7-Disc DVD Set,,9/9/03
